ticker,trade_date,ret_1_L1_z60,ret_5_L1_z60,ret_20_L1_z60,vol_10_L1_z60,vol_20_L1_z60,sma_5_L1_z60,sma_10_L1_z60,sma_20_L1_z60,ema_12_L1_z60,ema_26_L1_z60,ma_gap_5_20_L1_z60,ema_gap_12_26_L1_z60,macd_L1_z60,macd_signal_L1_z60,macd_hist_L1_z60,rsi_L1_z60,kdj_k_L1_z60,kdj_d_L1_z60,atr_L1_z60,pdi_L1_z60,mdi_L1_z60,adx_L1_z60,bb_mid_L1_z60,bb_up_L1_z60,bb_dn_L1_z60,bb_bw_L1_z60,bb_pb_L1_z60,obv_L1_z60,vpt_L1_z60,mfi_L1_z60,cci_L1_z60,vwap_win_L1_z60,z_close_20_L1_z60,z_turnover_20_L1_z60,range_hl_L1_z60,gap_oc_L1_z60,log_turn_L1_z60,rv_20_L1_z60,ret_1_L1_z120,ret_5_L1_z120,ret_20_L1_z120,vol_10_L1_z120,vol_20_L1_z120,sma_5_L1_z120,sma_10_L1_z120,sma_20_L1_z120,ema_12_L1_z120,ema_26_L1_z120,ma_gap_5_20_L1_z120,ema_gap_12_26_L1_z120,macd_L1_z120,macd_signal_L1_z120,macd_hist_L1_z120,rsi_L1_z120,kdj_k_L1_z120,kdj_d_L1_z120,atr_L1_z120,pdi_L1_z120,mdi_L1_z120,adx_L1_z120,bb_mid_L1_z120,bb_up_L1_z120,bb_dn_L1_z120,bb_bw_L1_z120,bb_pb_L1_z120,obv_L1_z120,vpt_L1_z120,mfi_L1_z120,cci_L1_z120,vwap_win_L1_z120,z_close_20_L1_z120,z_turnover_20_L1_z120,range_hl_L1_z120,gap_oc_L1_z120,log_turn_L1_z120,rv_20_L1_z120,y_ret_k,y_up_k,y_vol_k
300236.SZ,2024/8/6,-1.642014714,-0.512340981,0.312451343,-0.369071325,-0.427499778,0.12170686,-0.394816698,-0.031203239,-0.261116181,-0.432604753,0.130519519,-0.021623768,-0.028310102,0.124730036,-0.197927188,-1.133248559,-0.491312979,-0.121477996,-1.052774172,-0.528960654,2.47812978,-1.170042448,-0.031203239,-1.036654586,2.406038746,-1.754646227,-1.832734921,-0.170583034,0.70759742,0.693382969,-1.40479421,0.02393083,-1.832734921,-0.222736154,0.55105107,-2.2859423,-0.237345932,-0.059887557,-1.448818264,-0.543386811,0.069976461,-0.522875531,-0.64068842,-0.023958138,-0.266908663,-0.025222029,-0.201176356,-0.263273029,-0.013740304,-0.053856748,-0.065594098,0.075688526,-0.277485382,-1.106529469,-0.528701787,-0.123973346,-1.002451766,-0.607971569,2.436957756,-1.335091985,-0.025222029,-0.977090029,0.795645086,-1.41036887,-1.695328975,-0.124210609,1.1751166,0.676997613,-1.515358855,-0.12767855,-1.695328975,-0.101440859,0.350680351,-2.05356133,-0.295200648,-0.059429424,-0.002907916,0,0.086624963
300236.SZ,2024/8/7,0.430156981,-0.830992957,-0.528759858,-1.177219772,-1.775002927,-0.137488642,-0.439893882,-0.129246214,-0.457990658,-0.600682312,-0.082369067,-0.22711765,-0.230666805,0.037044257,-0.425244844,-0.763125814,-0.830987083,-0.422769072,-1.285565509,-0.735596234,2.103015212,-0.650542741,-0.129246214,-0.984408374,2.006006406,-1.560469023,-1.223630411,-0.017040584,0.711825895,0.80062335,-1.543843206,-0.007445079,-1.223630411,-0.916308852,-0.699158528,2.262127267,-1.178138724,-0.154603511,0.321515464,-0.825555703,-0.428020659,-0.783735859,-0.9897119,-0.213140022,-0.321755804,-0.071794736,-0.328753173,-0.35973586,-0.188950762,-0.19358458,-0.203501248,0.018794456,-0.439173837,-0.797365147,-0.881723459,-0.426611934,-1.075174284,-0.795966605,2.152597947,-0.901695519,-0.071794736,-0.961918996,0.714669649,-1.311956007,-1.169185138,0.022301732,1.188691862,0.769367891,-1.698776741,-0.170609625,-1.169185138,-0.85595704,-0.761791734,2.086963081,-1.270573411,-0.1069649,0.001944264,1,0.086604167
300236.SZ,2024/8/8,-0.122461444,-1.226547258,-0.511124423,-1.28322107,-1.698674199,-0.528886442,-0.434542,-0.224002293,-0.644056758,-0.771825098,-0.429724773,-0.408219555,-0.408208425,-0.081567592,-0.573540744,-0.842074838,-1.107576596,-0.737804524,-1.646752892,-0.876495788,1.76764628,-0.178262859,-0.224002293,-0.930696784,1.651564874,-1.37773213,-1.202997754,-0.123869614,0.680457313,0.244865187,-1.375465056,-0.320105264,-1.202997754,-1.132002212,-1.101834598,-0.359501562,-1.717033233,-0.245938551,-0.173968945,-1.191066009,-0.442345859,-0.818866827,-0.97380968,-0.507287387,-0.353443558,-0.120919909,-0.465935569,-0.468410669,-0.470408929,-0.330146975,-0.338496839,-0.05675221,-0.552209828,-0.92681696,-1.17512737,-0.744012638,-1.202751574,-0.925263802,1.929176529,-0.483740495,-0.120919909,-0.939692105,0.633229487,-1.212895322,-1.206833862,-0.131368362,1.18079236,0.221374281,-1.568097238,-0.398939103,-1.206833862,-1.072773844,-1.133318754,-0.357045826,-1.803608923,-0.156149965,-0.008085382,0,0.083725935
300236.SZ,2024/8/9,0.07543837,-1.094713074,-0.888180088,-1.279329394,-1.909302323,-0.871847604,-0.446014643,-0.397173522,-0.781901323,-0.912036166,-0.698417152,-0.527680561,-0.524737081,-0.208408783,-0.611943648,-0.768182234,-1.1560645,-0.962473397,-1.617359608,-1.139185276,1.853755117,0.388667618,-0.397173522,-0.952993984,1.332010351,-1.267091247,-0.995159271,0.021485881,0.661797826,-0.430323787,-1.277293672,-0.800538534,-0.995159271,-0.833431098,-0.193390095,-1.02921007,-1.293596221,-0.415279781,0.040413322,-1.072026986,-0.686993361,-0.822301033,-1.040502211,-0.794083186,-0.396905471,-0.203008681,-0.58873867,-0.572321253,-0.697475443,-0.438360338,-0.445134034,-0.141175756,-0.583452721,-0.859271771,-1.225354518,-0.977259631,-1.203730566,-1.166845396,2.060492327,0.049449772,-0.203008681,-0.9718258,0.551945901,-1.151924656,-1.019835161,0.017306948,1.18211605,-0.446342824,-1.487213842,-0.760065618,-1.019835161,-0.714253011,-0.256000296,-1.011136778,-1.286042659,-0.239467795,-0.009129442,0,0.084104373
300236.SZ,2024/8/12,-0.352562581,-0.843201643,-1.052065291,-1.383049707,-1.810511796,-1.119554132,-0.525787195,-0.604869571,-0.959250863,-1.089991871,-0.861021425,-0.684737873,-0.67745895,-0.351675692,-0.690927442,-1.033102281,-1.333474825,-1.179098902,-1.621899199,-0.857221738,1.361035532,0.700086385,-0.604869571,-0.977151258,0.963619124,-1.138535517,-1.149852466,-0.092248019,0.618624091,-0.662968519,-0.997774461,-1.083572148,-1.149852466,-0.995487574,-0.249708514,2.261382782,-1.716270059,-0.618166158,-0.344981948,-0.828653969,-0.798128396,-0.830169808,-1.023636425,-1.032358311,-0.481623881,-0.303012916,-0.742872562,-0.70369265,-0.841675156,-0.574623528,-0.575549008,-0.239399465,-0.633808937,-1.099385809,-1.384818217,-1.196327794,-1.212518492,-0.888243778,1.580740576,0.370761159,-0.303012916,-1.008508414,0.450731885,-1.078009484,-1.169289321,-0.139376352,1.165054315,-0.685323172,-1.183364274,-1.01555245,-1.169289321,-0.87849288,-0.294570331,2.171505573,-1.685201754,-0.340918533,0.010858835,1,0.084475202
300236.SZ,2024/8/13,-0.373572873,-0.1711152,-1.100516152,-1.357677593,-1.712463955,-1.15367527,-0.644913366,-0.817154777,-1.167682576,-1.300323294,-0.809657099,-0.869692182,-0.856423394,-0.515624288,-0.789987535,-1.282564416,-1.52009519,-1.396935364,-1.845291925,-1.019981552,1.76469502,1.139375561,-0.817154777,-0.972047092,0.515713861,-0.960014502,-1.26675201,-0.184193611,0.574409787,-0.404808867,-1.419477408,-1.228468263,-1.26675201,-1.01911617,-0.875767752,-0.093684641,-1.916071187,-0.824645032,-0.373577964,-0.247040202,-0.846185199,-0.819083876,-1.005206298,-1.123226501,-0.595228275,-0.413973646,-0.925697702,-0.863105607,-0.815216859,-0.72962303,-0.723155189,-0.355002186,-0.697564815,-1.350050338,-1.561562818,-1.410392838,-1.320503298,-1.037545545,2.016914447,0.831957333,-0.413973646,-1.027301098,0.319234666,-0.967544635,-1.29749532,-0.274013235,1.144259255,-0.459315996,-1.656091935,-1.181220248,-1.29749532,-0.924888576,-0.896362933,-0.109330352,-1.936439074,-0.453039406,-0.010091146,0,0.084805398
300236.SZ,2024/8/14,0.472021947,-0.154337584,-0.737737547,-1.836246018,-1.615683894,-1.182315457,-0.822295948,-0.952839079,-1.249981599,-1.411973259,-0.78565064,-0.908609289,-0.893067235,-0.656797372,-0.683495133,-0.795469801,-1.466071077,-1.51671994,-2.121840495,-1.135111192,1.473496764,1.513543323,-0.952839079,-0.985796064,0.266882088,-0.875389351,-0.792992796,-0.094426766,0.572229496,0.051900837,-1.114253383,-1.244355588,-0.792992796,-0.944190302,-1.15723924,-0.161460917,-1.981335187,-0.956932627,0.436363584,-0.219729513,-0.631848765,-1.010990947,-0.971719207,-1.201188308,-0.754123181,-0.501743767,-1.036115264,-0.982074562,-0.801797928,-0.784183176,-0.773278519,-0.464451206,-0.616576905,-0.880385555,-1.495947141,-1.522195657,-1.463369652,-1.143813733,1.74437577,1.250422359,-0.501743767,-1.061140658,0.23781582,-0.91192977,-0.834306188,-0.172057531,1.149320758,-0.032976415,-1.32476451,-1.25129718,-0.834306188,-0.866365581,-1.178219925,-0.141222734,-2.04835393,-0.541679482,0.011509372,1,0.08305543
300236.SZ,2024/8/15,-0.442941051,-0.317201742,-0.550087838,-2.181546515,-1.709400578,-1.257655822,-1.103095333,-1.046600381,-1.389700656,-1.567937449,-0.827487227,-1.013691017,-0.993541002,-0.796879283,-0.683464288,-1.127055328,-1.583668725,-1.641196546,-2.357957729,-1.057018963,1.22076102,1.751939329,-1.046600381,-0.938207639,-0.042170086,-0.719908013,-1.027699964,-0.175559601,0.52970873,0.184871606,-1.015948669,-1.292822482,-1.027699964,-0.902320527,-1.180471809,0.424065149,-2.069495151,-1.046768428,-0.408720807,-0.345729407,-0.516934626,-1.181025712,-0.999533719,-1.289235954,-0.991859298,-0.578064366,-1.182631753,-1.1330328,-0.828415405,-0.872919732,-0.856420031,-0.576142608,-0.605508038,-1.181975214,-1.588508275,-1.628009406,-1.601235111,-1.060586017,1.495575747,1.543837312,-0.578064366,-1.052473916,0.136844902,-0.813604002,-1.052670854,-0.277763456,1.130551626,0.098607289,-1.206378608,-1.327841732,-1.052670854,-0.829561828,-1.190678144,0.429030602,-2.158536423,-0.617848193,0.000325098,1,0.074781725
300236.SZ,2024/8/16,0.49299866,-0.106937644,-1.029673478,-1.864637719,-2.376582114,-1.27067519,-1.310952355,-1.235811995,-1.414949475,-1.630336564,-0.76290253,-0.986522926,-0.966051783,-0.900558237,-0.513455929,-0.615519214,-1.316341104,-1.615578742,-2.175251053,-0.45749323,0.711035796,1.632407531,-1.235811995,-1.071968067,-0.13927731,-0.794260205,-0.584874438,-0.031543527,0.548623208,0.171909834,-0.701502367,-1.257724001,-0.584874438,-0.462638849,0.002099202,-0.370668003,-1.109942488,-1.234207393,0.459738501,-0.135808518,-0.812870961,-1.058746887,-1.232137944,-1.318145182,-1.190371328,-0.703504876,-1.253635716,-1.239839185,-0.770017398,-0.866478002,-0.848346183,-0.668278185,-0.473065763,-0.68522691,-1.299833812,-1.582289597,-1.538182463,-0.466218352,0.968948029,1.464273421,-0.703504876,-1.177487141,0.093606001,-0.854330519,-0.610230774,-0.106712464,1.149198893,0.106149893,-0.844844321,-1.321403051,-0.610230774,-0.347719572,-0.032827364,-0.375117148,-1.119478112,-0.745482527,0.008124797,1,0.074640788
300236.SZ,2024/8/19,-0.005963702,0.075115349,-1.077705906,-2.044129353,-2.310368842,-1.233544349,-1.429577762,-1.426546575,-1.435572267,-1.683164555,-0.639736511,-0.956373941,-0.935760149,-0.974330076,-0.369778848,-0.616702454,-1.021610831,-1.484389409,-2.338792843,-0.660047339,0.468808482,1.532667052,-1.426546575,-1.258715631,-0.12082147,-0.959433248,-0.520588559,0.085155305,0.529600209,0.113641833,-0.502961788,-1.276847639,-0.520588559,-0.618210381,-1.00095286,0.312660224,-1.390950039,-1.42438826,0.015960902,0.055438513,-0.848295854,-1.149427411,-1.22819171,-1.295901856,-1.323588858,-0.841120181,-1.30958985,-1.339780472,-0.662165949,-0.845834349,-0.827169268,-0.739667463,-0.352947454,-0.66008559,-0.976042714,-1.426803971,-1.634846287,-0.633593672,0.711105693,1.388107413,-0.841120181,-1.343206035,0.082099727,-0.951619665,-0.523130147,0.04048812,1.142884659,0.079774193,-0.600391086,-1.346589666,-0.523130147,-0.506295771,-0.982474417,0.289894491,-1.390298806,-0.885517123,-0.009348807,0,0.075038318
300236.SZ,2024/8/20,0.311527108,0.440425447,-0.960531641,-3.175999104,-2.163889332,-1.110104087,-1.369680406,-1.583831797,-1.408292635,-1.693178959,-0.424401501,-0.868091419,-0.849333565,-1.009373572,-0.169610952,-0.269716143,-0.554501848,-1.221373834,-2.306517155,-0.657359348,0.160151636,1.367059773,-1.583831797,-1.486540601,0.079306807,-1.231144932,-0.179503056,0.210590789,0.548345877,-0.157893484,-0.335195114,-1.150668018,-0.179503056,-0.389392886,-0.533381414,-0.44779988,-1.162535491,-1.58258233,0.329941242,0.42936298,-0.773120026,-1.784285179,-1.200402736,-1.18529231,-1.314593817,-0.973758578,-1.312556465,-1.403918367,-0.471700118,-0.771082481,-0.754579551,-0.780324809,-0.182616279,-0.292837315,-0.482872394,-1.137578374,-1.645422034,-0.594912508,0.362496304,1.214168752,-0.973758578,-1.545877574,0.127664124,-1.122290574,-0.15180553,0.202739288,1.15417708,-0.121475422,-0.373154564,-1.242836505,-0.15180553,-0.280140554,-0.551207404,-0.453502637,-1.16379838,-1.020353187,-0.005206638,0,0.063045801
300236.SZ,2024/8/21,-0.437764919,-0.025531959,-0.345861298,-2.897252016,-2.734163113,-1.115346427,-1.386458915,-1.6098714,-1.449424363,-1.751512498,-0.401039798,-0.866438677,-0.846634254,-1.037235229,-0.123899771,-0.663710574,-0.556000692,-1.042478267,-2.333129642,-0.848258464,-0.074466146,1.215869762,-1.6098714,-1.461852498,-0.049127176,-1.172400509,-0.517736069,0.085828301,0.488428041,-1.199917307,-0.475729483,-1.128740335,-0.517736069,-0.424474636,-0.942347314,0.77956538,-1.270332801,-1.607157413,-0.377459637,-0.002203869,-0.398379467,-1.785031712,-1.479841897,-1.176365403,-1.351996134,-1.052426564,-1.361030406,-1.498849277,-0.429235627,-0.755890459,-0.739173624,-0.808579116,-0.127725476,-0.65064613,-0.467364783,-0.941090766,-1.711209936,-0.772173296,0.114949279,1.05487379,-1.052426564,-1.557814729,0.072996332,-1.090770051,-0.468254436,0.033431005,1.132269856,-0.981432763,-0.498523605,-1.207010598,-0.468254436,-0.34242533,-0.914777744,0.741200806,-1.299474429,-1.097353177,-0.024206739,0,0.061518316
300236.SZ,2024/8/22,-0.229961201,0.096786905,-0.153463866,-2.675727526,-2.614247717,-1.082964227,-1.409074185,-1.597883413,-1.510152304,-1.821999438,-0.357529996,-0.892887351,-0.87106693,-1.066550098,-0.128704382,-0.859765209,-0.728778556,-0.987297417,-2.195565042,-0.973561667,-0.058966607,1.129477181,-1.597883413,-1.410905917,-0.167244494,-1.096342336,-0.680440056,0.02181963,0.449556964,-2.008905493,-0.631549272,-1.097096136,-0.680440056,-0.838826784,-1.206226013,-0.389628508,-1.943672137,-1.594146378,-0.198237252,0.111324176,-0.275056594,-1.746245147,-1.49980989,-1.139680782,-1.37809837,-1.110726159,-1.421147411,-1.60122326,-0.373224315,-0.761641141,-0.743823514,-0.83088114,-0.113852199,-0.836304469,-0.631936996,-0.873111112,-1.685950901,-0.903473311,0.127410826,0.970134065,-1.110726159,-1.540998589,0.017678859,-1.046896057,-0.624950716,-0.072316964,1.120162932,-1.719533449,-0.668587589,-1.18057199,-0.624950716,-0.74529627,-1.132087229,-0.420163799,-2.030691491,-1.152750146,0.005363728,1,0.065964907
300236.SZ,2024/8/23,-1.093170265,-0.693921976,-0.707062603,-2.153030963,-2.220548259,-1.263437552,-1.520483434,-1.679083908,-1.710704641,-1.996222948,-0.500821087,-1.099293487,-1.068014568,-1.142673734,-0.37000161,-1.689312757,-1.156362956,-1.117477542,-2.074619118,-1.246686705,0.977330722,1.401825846,-1.679083908,-1.314535484,-0.649412707,-0.851883137,-1.389138193,-0.106432202,0.294095351,-1.853712256,-1.231794255,-1.228721417,-1.389138193,-0.003046403,0.010131986,0.399137944,-0.904012511,-1.670918022,-1.009498033,-0.643976382,-0.616821119,-1.492519243,-1.386122553,-1.27944988,-1.471663696,-1.221599427,-1.595924734,-1.790365275,-0.466426643,-0.89370915,-0.868554572,-0.878146649,-0.287146076,-1.638091751,-1.068706438,-0.993977078,-1.667221972,-1.178755991,1.177705452,1.278395748,-1.221599427,-1.485350534,-0.159610102,-0.892009829,-1.337817692,-0.275561915,1.065962191,-1.602433807,-1.327179246,-1.284119947,-1.337817692,0.001520742,-0.125740056,0.371238863,-0.96671303,-1.259452724,-0.004668223,0,0.065734616
300236.SZ,2024/8/26,0.307719185,-0.556456397,-0.739751938,-2.007966867,-2.119851106,-1.388509785,-1.565676613,-1.758896977,-1.808146535,-2.092173264,-0.593480964,-1.182120771,-1.145754123,-1.222463567,-0.416786365,-1.353013914,-1.200268949,-1.215285825,-1.968797839,-1.35050051,0.875909799,1.65992555,-1.758896977,-1.279942207,-0.990665817,-0.708762377,-1.028392198,0.033885911,0.283615235,-1.538109486,-1.218151397,-1.369149574,-1.028392198,-0.503065368,-1.116812181,-0.141285885,-1.465581708,-1.747830885,0.28444206,-0.526660393,-0.631646355,-1.466075165,-1.410760973,-1.38493241,-1.515514568,-1.329065834,-1.696340324,-1.92532777,-0.530353084,-0.951180627,-0.921550758,-0.926850713,-0.321147566,-1.352159615,-1.135908252,-1.101468986,-1.681624778,-1.29553383,1.088029307,1.590548388,-1.329065834,-1.464955472,-0.307524312,-0.798277343,-1.006219135,-0.140002977,1.057377333,-1.349733798,-1.339552258,-1.397040739,-1.006219135,-0.459975255,-1.248393494,-0.139684993,-1.598634962,-1.362115011,-0.064321608,0,0.065897863
300236.SZ,2024/8/27,-0.170988114,-0.826052602,-0.825093303,-1.946528844,-2.01421253,-1.565337566,-1.587507028,-1.844116803,-1.892101571,-2.173750286,-0.750434395,-1.25567565,-1.214149396,-1.301143445,-0.449210514,-1.459628675,-1.335410257,-1.328426506,-1.872558904,-0.896912538,0.539718485,1.671525189,-1.844116803,-1.255282352,-1.333741711,-0.567877492,-1.014303559,-0.023944907,0.235429854,-0.985935358,-0.94413304,-1.527920375,-1.014303559,-0.671346711,-0.783839948,0.151240688,-1.757003552,-1.830363285,-0.169017206,-0.783456523,-0.680252811,-1.486470286,-1.428221175,-1.543834858,-1.539592477,-1.438913523,-1.786564857,-2.045418885,-0.657798292,-1.008223513,-0.973379614,-0.975548387,-0.347125408,-1.486530744,-1.301403947,-1.23777645,-1.692219796,-0.885797144,0.761566833,1.643211675,-1.438913523,-1.445333583,-0.479582971,-0.703322219,-1.011906878,-0.234375568,1.033655181,-0.852410192,-1.063108977,-1.531826028,-1.011906878,-0.623021313,-0.903245325,0.150757748,-1.970028952,-1.466007806,0.017901898,1,0.090335498
300236.SZ,2024/8/28,-2.746281053,-2.019443161,-2.26332151,0.054135825,-0.916947232,-2.014119946,-1.848456742,-2.1616191,-2.307455108,-2.496361562,-1.112192618,-1.786975781,-1.715993586,-1.496620485,-1.109077598,-2.840778152,-1.236343715,-1.359530339,-1.089579493,-1.72656442,3.44294381,2.406065755,-2.1616191,-1.072611718,-2.627030754,0.129935122,-2.044343311,-0.427302754,-0.861732846,-1.405624742,-2.183741385,-2.46038183,-2.044343311,2.320290886,4.228344181,-0.089706473,0.59980971,-2.134935311,-2.777714807,-1.955450782,-1.663735366,-0.197971256,-0.882135694,-1.946481351,-1.75678861,-1.698673747,-2.150296145,-2.357698159,-0.97020089,-1.401083607,-1.338441636,-1.098888907,-0.895320783,-2.961587352,-1.226675396,-1.301221748,-1.225619525,-1.682431138,3.829994767,2.538171625,-1.698673747,-1.295735532,-1.101381241,-0.216234136,-2.121093344,-0.734805122,0.601550299,-1.278230994,-2.516947848,-2.328668642,-2.121093344,2.219656405,4.646119544,-0.115239646,0.615901699,-1.713727799,0.013366163,1,0.090708814
300236.SZ,2024/8/29,0.868172539,-1.460680177,-2.122406878,0.363210695,-0.861862085,-2.276758004,-1.982648112,-2.421547388,-2.47315333,-2.640556294,-1.316135599,-1.992104897,-1.906622646,-1.697529549,-1.237038997,-1.974070443,-0.995723501,-1.285687833,-1.224495388,-1.686949575,3.063281183,2.909625729,-2.421547388,-1.23830855,-2.894839807,0.177294261,-1.498781092,-0.250980121,-0.865423043,-0.836372353,-1.713664012,-2.522915908,-1.498781092,-0.157674521,-0.635992649,0.900799176,-1.109888833,-2.393980439,0.856562078,-1.459106728,-1.614688523,0.024994035,-0.873989203,-2.227286685,-1.889146215,-1.941217295,-2.344379267,-2.546825565,-1.178072987,-1.600502891,-1.518877523,-1.236027458,-1.040442665,-2.151954294,-0.999632526,-1.257704041,-1.364723399,-1.675923006,3.578149933,3.249069266,-1.941217295,-1.420325371,-1.437993701,-0.152059601,-1.592915124,-0.553008323,0.628525999,-0.738297111,-2.035255734,-2.4620189,-1.592915124,-0.134157814,-0.751614405,0.821807546,-1.297427212,-1.949013236,0.022561611,1,0.09158879
300236.SZ,2024/8/30,0.654908849,-0.609006187,-1.775674079,0.402323484,-0.717806153,-2.308451544,-2.087293484,-2.579555335,-2.487812085,-2.670237429,-1.296730089,-1.995081993,-1.906309753,-1.8469991,-1.073493364,-1.398243152,-0.700924252,-1.125305657,-1.153832972,-0.81747431,2.348517593,2.966091518,-2.579555335,-1.490754143,-2.794498538,-0.02189225,-1.062975394,-0.074702213,-0.914710331,-0.815152284,-1.140206447,-2.554889871,-1.062975394,-0.12312525,0.09580685,-0.126316162,-1.125229684,-2.556219433,0.644016504,-0.64513789,-1.420551159,0.075469198,-0.802000346,-2.335556556,-2.010341984,-2.129665483,-2.425359283,-2.647618558,-1.214827115,-1.665454184,-1.573537467,-1.354681164,-0.930277812,-1.585155452,-0.711028139,-1.118607825,-1.354816689,-0.875516763,2.859386848,3.456675613,-2.129665483,-1.623544973,-1.636140943,-0.274790898,-1.154629359,-0.381203143,0.643817705,-0.726081691,-1.395394656,-2.579533307,-1.154629359,-0.103384938,0.064381223,-0.167376366,-1.328960125,-2.132919565,-0.021384929,0,0.09194548
300236.SZ,2024/9/2,1.027436892,-0.228676213,-1.087851268,0.716888244,-0.543560151,-2.2534508,-2.10723495,-2.598114097,-2.361884342,-2.590925913,-1.240655974,-1.79787464,-1.717603398,-1.903897346,-0.642002204,-0.578714049,-0.241452025,-0.846456805,-0.922519519,0.77074125,1.636940913,2.639579701,-2.598114097,-1.670424373,-2.586461213,-0.241045243,-0.409347807,0.167759312,-0.8841694,-0.258580208,-0.423940287,-2.362297901,-0.409347807,0.735983106,0.71266603,-0.33338361,-0.499965015,-2.579793392,1.035627134,-0.262384159,-0.926530256,0.341106225,-0.704073018,-2.361839854,-2.070504354,-2.221454288,-2.380807167,-2.649260217,-1.211469942,-1.568526154,-1.479064583,-1.425195457,-0.55951562,-0.734395915,-0.251658998,-0.8489352,-1.213812915,0.590770533,2.103784959,3.164566654,-2.221454288,-1.776419093,-1.762050849,-0.433257277,-0.470044885,-0.141598129,0.69754822,-0.165903625,-0.574896246,-2.492580876,-0.470044885,0.705931825,0.738576684,-0.380804462,-0.63191517,-2.221395668,0.001387444,1,0.085570851
300236.SZ,2024/9/3,-0.864849582,-0.598714228,-0.776150262,0.730812167,-0.852275964,-2.274170127,-2.197532881,-2.558141946,-2.344364151,-2.579595837,-1.323754068,-1.767938996,-1.685763804,-1.933164496,-0.525593869,-1.055302019,-0.12069587,-0.614727789,-0.861008211,0.357868037,1.161570393,2.383034359,-2.558141946,-1.628380233,-2.691782945,-0.084957095,-0.835129002,0.052911723,-1.275117188,-0.653905294,-0.487269842,-2.249777858,-0.835129002,0.022570851,0.186999837,0.914856136,-1.054274883,-2.540401411,-0.894411156,-0.636335219,-0.700392259,0.412817148,-0.938155692,-2.458360112,-2.201337309,-2.263596751,-2.427940734,-2.703928623,-1.340642765,-1.600638449,-1.50363301,-1.485848132,-0.460656797,-1.252491175,-0.134326148,-0.622994441,-1.200218629,0.213867786,1.593833813,2.919791062,-2.263596751,-1.755768818,-2.100763015,-0.274753402,-0.935510372,-0.294657936,0.642543307,-0.563225953,-0.661045239,-2.463970327,-0.935510372,0.008472049,0.135723638,0.793937198,-1.276504256,-2.258568198,0.008313128,1,0.084987972
300236.SZ,2024/9/4,0.208607615,1.004017851,-0.889913353,0.760922857,-0.875992149,-2.010800971,-2.2401991,-2.527516288,-2.301191728,-2.54337778,-0.969702475,-1.705357771,-1.622677383,-1.931781322,-0.356729813,-0.991469045,0.037972044,-0.400975474,-1.01883991,0.171911407,1.152470117,2.209309293,-2.527516288,-1.628520372,-2.708292598,-0.010896573,-0.672696206,0.274331287,-1.247290818,-0.639070683,-0.565639823,-1.896890689,-0.672696206,-0.401733488,-0.657699,-0.492581681,-1.52614551,-2.51100513,0.118028137,0.921673185,-0.803262847,0.492308055,-1.008767451,-2.262937998,-2.300421797,-2.309514762,-2.450444641,-2.734386777,-1.022676095,-1.600848556,-1.499058905,-1.53278979,-0.316165501,-1.182707345,0.013697927,-0.414103972,-1.359471253,0.004588335,1.595547343,2.762067351,-2.309514762,-1.790799572,-2.376667231,-0.185949541,-0.766695349,-0.167730691,0.633135655,-0.560315365,-0.762408695,-2.174923554,-0.766695349,-0.411175837,-0.800812555,-0.524406894,-1.758577647,-2.302129649,0.001030574,1,0.085340569
300236.SZ,2024/9/5,0.530638233,0.81015775,-0.682570919,0.849439949,-0.80284887,-1.820826114,-2.241566827,-2.4704456,-2.217858011,-2.474747187,-0.695182761,-1.577524506,-1.498428649,-1.893067754,-0.076871145,-0.649007652,0.337463965,-0.144781682,-0.958054245,0.461030198,0.720187361,1.964028999,-2.4704456,-1.640976602,-2.638744983,-0.002850939,-0.337447858,0.598016591,-1.13371352,-0.648336004,-0.351477799,-1.711804031,-0.337447858,0.445970291,0.181296933,0.230057336,-0.841240077,-2.455866565,0.423756301,0.69091526,-0.689013531,0.63345665,-0.98203941,-2.117117025,-2.364725901,-2.329702721,-2.427438573,-2.727421932,-0.764912462,-1.53416214,-1.433596438,-1.556093548,-0.078764935,-0.844605935,0.297825666,-0.16320733,-1.338986208,0.231032738,1.13375108,2.504095285,-2.329702721,-1.835279073,-2.468793861,-0.166670846,-0.448963686,0.024372761,0.640534783,-0.582802612,-0.5468267,-2.024720404,-0.448963686,0.258127181,0.067640829,0.185294002,-1.039609134,-2.322506479,-0.019560741,0,0.085324679
